	BP1	BP10	BP100	BP101	BP102	BP103	BP104	BP105	BP106	BP107	BP108	BP109	BP11	BP110	BP111	BP112	BP113	BP115	BP116	BP117	BP118	BP12	BP120	BP121	BP122	BP123	BP124	BP125	BP126	BP127	BP128	BP129	BP13	BP130	BP131	BP132	BP133	BP134	BP135	BP136	BP138	BP139	BP14	BP140	BP141	BP142	BP143	BP144	BP145	BP146	BP147	BP148	BP149	BP15	BP150	BP151	BP152	BP153	BP154	BP155	BP156	BP157	BP158	BP159	BP16	BP160	BP161	BP162	BP163	BP164	BP165	BP166	BP167	BP168	BP169	BP17	BP170	BP171	BP172	BP173	BP174	BP175	BP176	BP177	BP178	BP179	BP18	BP180	BP181	BP182	BP183	BP184	BP185	BP186	BP187	BP188	BP189	BP19	BP190	BP191	BP192	BP193	BP194	BP195	BP197	BP198	BP199	BP2	BP20	BP201	BP203	BP204	BP205	BP206	BP207	BP208	BP209	BP21	BP210	BP211	BP212	BP213	BP214	BP215	BP216	BP217	BP218	BP219	BP22	BP222	BP223	BP226	BP227	BP228	BP229	BP23	BP24	BP25	BP26	BP27	BP28	BP29	BP3	BP30	BP31	BP32	BP33	BP34	BP35	BP37	BP38	BP39	BP4	BP40	BP41	BP42	BP43	BP44	BP45	BP46	BP47	BP48	BP49	BP5	BP50	BP51	BP52	BP53	BP54	BP55	BP56	BP57	BP58	BP59	BP6	BP62	BP63	BP64	BP65	BP66	BP68	BP69	BP7	BP70	BP71	BP72	BP73	BP74	BP75	BP76	BP77	BP78	BP79	BP8	BP80	BP81	BP83	BP84	BP85	BP86	BP87	BP88	BP89	BP9	BP90	BP92	BP93	BP94	BP95	BP96	BP97	BP98
ASV_26	0	0	0	12	9	0	0	0	0	0	0	0	54	5	0	0	0	0	0	73	5	0	15	222	8	42	0	0	86	0	0	0	5	2	0	0	0	0	0	267	0	128	0	0	1	55	1	379	0	26	0	2	3	9	0	0	0	0	12	0	0	0	45	0	0	196	0	0	16	37	0	0	0	0	0	80	0	0	0	0	0	0	8	4506	0	0	36	231	0	0	24	0	0	0	12	27	10	0	7	0	0	0	0	0	0	0	0	7	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	579	5	0	0	0	36	0	743	2370	830	1143	0	0	0	37	35	0	325	621	0	409	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	52	0	74	0	37	0	0	0	0	0	0	0	8	0	1	0	2	185	0	0	0	0	0	0	53	0	9	29	0	0	0	0	1	144	0	0	0
ASV_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9350	642	0	0	3	909	7	37	0	230	0	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0	7	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	287	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_28	27	36	1	61	38	3	7	0	0	0	22	0	354	0	28	9	0	705	65	0	3	0	24	0	18	26	0	139	7	125	1	106	0	26	4	56	27	29	1	50	0	347	0	0	62	20	0	193	2125	0	1636	1	2	61	5	0	0	16	40	0	0	0	158	11	0	509	204	195	9	18	125	1	87	109	0	0	3	2	55	7	3	55	71	207	53	133	42	13	18	3	147	2	0	45	1233	53	132	108	826	0	3	13	4	1	49	24	7	6	9	28	0	32	31	5	2	23	10	33	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	84	0	147	19	0	0	0	0	6	0	638	11	6	12	1	3	137	24	16	0	68	21	0	30	0	0	0	13	2	0	44	0	0	88	0	0	0	4	29	30	1	16	1	8	12	1	128	0	1	20	0	6	35	132	15	10	0	447	69	2	0	348	11	17	0	0	133	10	0	0	1	133	71	0	22	1
ASV_29	0	427	0	0	0	0	0	0	0	0	50	0	0	0	0	16	0	126	0	0	0	0	18	0	0	2481	0	0	102	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11416	411	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV_31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11340	0	0	0	0	0	1	0	0	0	0	0	512	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_32	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	1	0	0	0	1	0	0	6	0	0	1	0	0	4	0	166	0	0	0	0	0	15	0	0	0	0	0	1	0	7	0	0	5214	7	1	6	0	0	0	0	3	0	0	0	0	0	0	51	1	0	0	0	2	0	0	2	0	2	0	0	1	0	0	1	0	101	0	0	0	0	0	0	4	0	0	39	0	8	3	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	44	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	52	0	0	0	0	0	2	25	0	53	0	0	24	5537	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5	0	0	0	0	0	33
ASV_33	284	0	0	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	40	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2337	0	0	431	0	0	13	1	0	1	0	0	0	0	0	1	0	0	0	0	116	0	21	0	0	0	0	6102	21	0	0	0	0	0	0	14	0	1	0	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	10	0	0	0	0	0	0	0	41	0	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV_34	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	75	4	0	53	8	0	0	0	3	2	3	0	0	0	1475	1	165	0	38	1	0	0	0	0	30	1	1	0	0	0	5	0	0	33	0	0	0	0	23	0	0	0	0	0	0	0	177	0	13	0	0	170	743	410	0	0	0	0	0	0	0	0	0	0	0	1	0	35	78	14	12	0	32	0	0	1	0	0	0	552	0	165	0	2	0	0	0	0	0	0	0	0	3	0	0	7	231	5	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	33	6	0	0	0	0	0	0	0	866	1315	63	2	0	0	2	0	0	0	106	3	3	0	33	0	0	27	0	0	1459	2	226	0	0	2	3	23	0	0	0	0	10	0	0	945	0	0	0	16	1	256	566	0	1	160	8	7	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5947	2	0	4466	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	139	0	0	10179	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1811	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	885	0	1	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	1	0	0	14	0	0	0	0	4	0	0	0	0
ASV_39	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	6	0	0	82	0	0	7	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	1	0	0	12	3	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	3703	2	217	0	0	26	0	265	0	0	0	0	0	0	0	0	11	0	0	0	4	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	636	3879	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0
ASV_40	0	477	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	103	0	1	0	0	0	0	0	0	0	0	0	0	330	2	0	84	0	0	0	56	2	0	2	0	0	0	0	0	0	0	28	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	5	0	9	5	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	11	0	0	0	0	5	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1820	24	0	0	22	0	0	0	4	0	0	0	0	3	85	0	0	0	4499	0	0	0	0	0	205	0	90	0	0	0	0	3	0
ASV_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1277	1	7727	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	9315	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_43	0	98	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	790	0	0	0	0	2	0	0	0	0	0	0	17	0	10	0	0	0	14	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	5	27	0	0	1247	0	29	22	0	0	0	0	0	3	0	0	21	0	0	0	0	0	1	0	0	0	0	0	1	1	11	37	218	7	0	0	0	232	0	0	0	0	0	0	5	0	4272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	5	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0
ASV_44	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4845	0	3	0	0	0	594	0	0	0	0	0	0	0	0	0	3019	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	1	0	0	0	0	0	0	0	0	0	158	0	0	3	0	0	0	0	0	0	0	0	0
ASV_45	0	0	269	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	35	0	0	1	43	0	0	0	12	0	15	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	7	0	0	0	112	1	0	1	1	0	0	0	0	0	7	43	2517	0	48	0	171	23	6	0	0	0	0	0	0	0	1	0	0	8	0	21	0	0	606	0	65	101	0	5	0	0	0	0	0	0	43	9	0	0	9	0	136	0	0	55	77	0	0	21	893	30	1	0	0	0	0	1022	0	42	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	39	3	5	0	0	41	0	4	0	0	0	0	0	0	0	0	161	1	0	0	0	0	0	0	0	0	0	30	0	19	0	0	0	0	0	8	0	0	0	122	0	0	26	0	0	0	246	0	0	16	1343	46	1	0	0	30	0	0	1	27	0	0	0	0	0
ASV_46	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	36	0	0	0	0	4	3068	0	0	0	38	0	0	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	6	0	374	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	0	0	0	0	0	0	0	38	0	0	4	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	103	4672	0	0	0	0	0	0	0	0	0	0	0	2	9	0	3	1	0	1806	0	0	0	0
ASV_49	0	0	0	6	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	4	1089	0	0	0	0	2224	0	0	93	0	0	0	21	0	33	0	0	397	0	0	6	279	0	18	2	21	0	1	1	0	3	0	0	2	71	0	0	0	250	0	3	0	0	0	0	0	0	225	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	1257	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	151	0	1182	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_50	0	0	238	0	19	0	0	0	0	0	24	0	0	0	0	0	0	47	0	0	0	0	18	1	0	1149	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	4	0	0	0	0	0	49	0	18	0	0	0	0	1	0	0	0	303	0	6	0	0	0	22	0	0	0	0	0	0	290	0	0	453	16	0	0	0	18	0	0	2	30	0	0	0	2	0	0	227	0	0	6	0	7	212	0	0	453	84	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1692	6	3	0	0	0	0	0	0	595	0	24	25	0	0	4	0	0	154	0	19	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7267	2	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6743	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	3	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	10	4	0	0	1	0	0	0	0	0	0	0	1632	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2193	632	1865	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
