	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_598	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Microcera	NA
ASV_599	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_600	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	s__tenebrio
ASV_601	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Bacidina	s__sulphurella
ASV_602	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	s__rubriostiolata
ASV_603	NA	NA	NA	NA	NA	NA	NA
ASV_604	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_605	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Caliciaceae	g__Buellia	s__triseptata
ASV_606	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Crassiperidium	s__quadrisporum
ASV_607	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	NA	NA
ASV_608	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_609	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	NA
ASV_610	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_611	NA	NA	NA	NA	NA	NA	NA
ASV_612	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Oncopodiella	NA
ASV_613	NA	NA	NA	NA	NA	NA	NA
ASV_614	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	s__tenebrio
ASV_615	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Pragmopora	NA
ASV_616	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	NA	NA
ASV_617	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_618	NA	NA	NA	NA	NA	NA	NA
ASV_619	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_620	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_621	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Stictidaceae	g__Neofitzroyomyces	s__nerii
ASV_622	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	NA
ASV_623	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_624	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_625	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Kalmusia	s__variispora
ASV_626	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_627	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Teloschistales	f__Teloschistaceae	NA	NA
ASV_628	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_629	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Teloschistales	f__Teloschistaceae	g__Caloplaca	s__ahtii
ASV_630	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__castellanii
ASV_631	NA	NA	NA	NA	NA	NA	NA
ASV_632	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__americana
ASV_633	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_634	NA	NA	NA	NA	NA	NA	NA
ASV_635	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Proliferodiscus	s__earoleucus
ASV_636	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Pseudocoleophoma	s__polygonicola
ASV_637	NA	NA	NA	NA	NA	NA	NA
ASV_638	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_639	NA	NA	NA	NA	NA	NA	NA
ASV_640	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__alternata
ASV_641	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_642	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_643	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_644	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__japonica
ASV_645	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Helminthosphaeriaceae	g__Spadicoides	NA
ASV_646	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__dejongiae
ASV_647	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__olivacea
ASV_648	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_649	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_650	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	NA
ASV_651	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	NA	NA
ASV_652	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Calycina	s__lactea
ASV_653	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Rhynchogastrema	NA
ASV_654	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Calycina	s__claroflava
ASV_655	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_656	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_657	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__oryzae
ASV_658	NA	NA	NA	NA	NA	NA	NA
ASV_659	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_660	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__pseudoamericana
ASV_661	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_662	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Ophiostomatales	f__Ophiostomataceae	g__Ophiostoma	NA
ASV_663	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__moniliae
ASV_664	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	NA	NA
ASV_665	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__nigrescens
ASV_666	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_667	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__japonica
ASV_668	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_669	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	NA	NA
ASV_670	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_671	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_672	NA	NA	NA	NA	NA	NA	NA
ASV_673	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_674	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__pullulans
ASV_675	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_676	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_677	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Kabatiella	NA
ASV_678	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__erythrostigma
ASV_679	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Pseudocosmospora	NA
ASV_680	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	NA	NA	NA
ASV_681	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_682	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_683	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_684	NA	NA	NA	NA	NA	NA	NA
ASV_685	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_686	NA	NA	NA	NA	NA	NA	NA
ASV_687	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira
ASV_688	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_689	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	NA
ASV_690	NA	NA	NA	NA	NA	NA	NA
ASV_691	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Rhynchogastrema	NA
ASV_692	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Pragmopora	NA
ASV_693	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_694	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	g__Elsinoe	NA
ASV_695	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fagales	f__Fagaceae	g__Fagus	s__engleriana
ASV_696	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_697	NA	NA	NA	NA	NA	NA	NA
ASV_698	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__aristata
ASV_699	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_700	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_701	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_702	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Setophaeosphaeria	NA
ASV_703	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_704	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	NA	NA
ASV_705	NA	NA	NA	NA	NA	NA	NA
ASV_706	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_707	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_708	NA	NA	NA	NA	NA	NA	NA
ASV_709	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	NA	NA
ASV_710	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_711	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Lecania	s__croatica
ASV_712	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	NA	NA
ASV_713	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__moniliae
ASV_714	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Anthopsis	s__deltoidea
ASV_715	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_716	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_717	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__hampshirensis
ASV_718	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_719	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Kabatiella	NA
ASV_720	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_721	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_722	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_723	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pezicula	s__sporulosa
ASV_724	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_725	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Lecania	s__croatica
ASV_726	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	NA	NA
ASV_727	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_728	NA	NA	NA	NA	NA	NA	NA
ASV_729	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__pulcherrima
ASV_730	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	NA	NA
ASV_731	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_732	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_733	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_734	NA	NA	NA	NA	NA	NA	NA
ASV_735	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_736	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	s__lecaniicola
ASV_737	NA	NA	NA	NA	NA	NA	NA
ASV_738	NA	NA	NA	NA	NA	NA	NA
ASV_739	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	NA
ASV_740	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	NA	NA	NA	NA
ASV_741	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_742	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_743	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_744	NA	NA	NA	NA	NA	NA	NA
ASV_745	NA	NA	NA	NA	NA	NA	NA
ASV_746	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__pseudoamericana
ASV_747	NA	NA	NA	NA	NA	NA	NA
ASV_748	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Togniniales	f__Togniniaceae	g__Phaeoacremonium	NA
ASV_749	k__Fungi	p__Basidiomycota	c__Spiculogloeomycetes	NA	NA	NA	NA
ASV_750	NA	NA	NA	NA	NA	NA	NA
ASV_751	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	g__Endosporium	NA
ASV_752	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_753	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_754	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_755	NA	NA	NA	NA	NA	NA	NA
ASV_756	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Hysteriales	f__Hysteriaceae	NA	NA
ASV_757	NA	NA	NA	NA	NA	NA	NA
ASV_758	k__Viridiplantae	NA	NA	NA	NA	NA	NA
ASV_759	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_760	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Phragmocephala	NA
ASV_761	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_762	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_763	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_764	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_765	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_766	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Rhynchogastrema	s__noutii
ASV_767	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Arthrobotrys	s__psychrophila
ASV_768	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Cunninghamellaceae	g__Absidia	s__glauca
ASV_769	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_770	NA	NA	NA	NA	NA	NA	NA
ASV_771	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_772	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_773	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_774	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Occultibambusaceae	g__Brunneofusispora	s__sinensis
ASV_775	NA	NA	NA	NA	NA	NA	NA
ASV_776	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	s__pyriforme
ASV_777	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_778	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_779	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Hysteriales	f__Hysteriaceae	g__Hysterium	NA
ASV_780	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_781	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_782	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASV_783	NA	NA	NA	NA	NA	NA	NA
ASV_784	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA
ASV_785	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_786	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_787	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	NA
ASV_788	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_789	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASV_790	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_791	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_792	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	NA	NA
ASV_793	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Gliomastix	s__tumulicola
ASV_794	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__furcatum
ASV_795	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_796	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiaceae	g__Antennariella	s__placitae
ASV_797	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_798	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_799	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	NA
ASV_800	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_801	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_802	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	s__bellidis
ASV_803	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_804	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	NA	NA	NA	NA
ASV_805	NA	NA	NA	NA	NA	NA	NA
ASV_806	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira
ASV_807	k__Fungi	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	o__Pezizomycotina_ord_Incertae_sedis	f__Pezizomycotina_fam_Incertae_sedis	g__Nematogonum	s__ferrugineum
ASV_808	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_809	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	NA
ASV_810	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASV_811	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	NA	NA
ASV_812	NA	NA	NA	NA	NA	NA	NA
ASV_813	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_814	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__nigrescens
ASV_815	NA	NA	NA	NA	NA	NA	NA
ASV_816	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_817	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_818	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__anomalus
ASV_819	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_820	NA	NA	NA	NA	NA	NA	NA
ASV_821	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_822	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_823	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	NA	NA
ASV_824	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Brachysporiella	s__navarrica
ASV_825	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_826	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Phaeophyscia	NA
ASV_827	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__pseudoamericana
ASV_828	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiaceae	NA	NA
ASV_829	k__Metazoa	p__Arthropoda	c__Insecta	o__Diptera	NA	NA	NA
ASV_830	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__heimaeyensis
ASV_831	NA	NA	NA	NA	NA	NA	NA
ASV_832	NA	NA	NA	NA	NA	NA	NA
ASV_833	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_834	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__ditissima
ASV_835	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Occultibambusaceae	g__Brunneofusispora	s__sinensis
ASV_836	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Synfenestella	NA
ASV_837	NA	NA	NA	NA	NA	NA	NA
ASV_838	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	NA	NA
ASV_839	NA	NA	NA	NA	NA	NA	NA
ASV_840	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Hyphodontia	s__crustosa
ASV_841	NA	NA	NA	NA	NA	NA	NA
ASV_842	NA	NA	NA	NA	NA	NA	NA
ASV_843	NA	NA	NA	NA	NA	NA	NA
ASV_844	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Tripospermum	s__infalcatum
ASV_845	NA	NA	NA	NA	NA	NA	NA
