	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_354	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	NA
ASV_355	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_356	NA	NA	NA	NA	NA	NA	NA
ASV_357	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Pragmopora	NA
ASV_358	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_359	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_360	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Graphidaceae	g__Graphis	NA
ASV_361	NA	NA	NA	NA	NA	NA	NA
ASV_362	NA	NA	NA	NA	NA	NA	NA
ASV_363	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__nigrum
ASV_364	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_365	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_366	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_367	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__algeriense
ASV_368	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__tricincta
ASV_369	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_370	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Teloschistales	f__Teloschistaceae	g__Caloplaca	s__ulcerosa
ASV_371	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_372	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_373	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Proliferodiscus	s__earoleucus
ASV_374	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_375	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_376	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_377	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	NA
ASV_378	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_379	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	s__tenebrio
ASV_380	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Phialemoniopsis	NA
ASV_381	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_382	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_383	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	s__tenebrio
ASV_384	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA
ASV_385	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	g__Roussoella	NA
ASV_386	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Teloschistales	f__Teloschistaceae	g__Caloplaca	s__ahtii
ASV_387	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__samararum
ASV_388	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__carnescens
ASV_389	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Arthrocatena	NA
ASV_390	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_391	NA	NA	NA	NA	NA	NA	NA
ASV_392	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_393	NA	NA	NA	NA	NA	NA	NA
ASV_394	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_395	NA	NA	NA	NA	NA	NA	NA
ASV_396	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	NA
ASV_397	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__prunicola
ASV_398	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Anthopsis	s__deltoidea
ASV_399	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_400	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Hyaloriaceae	g__Stypella	s__variabilis
ASV_401	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_402	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	NA
ASV_403	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_404	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_405	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	NA	NA
ASV_406	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Pleurotheciales	f__Pleurotheciaceae	NA	NA
ASV_407	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_408	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Melanohalea	s__septentrionalis
ASV_409	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Togniniales	f__Togniniaceae	g__Phaeoacremonium	s__inflatipes
ASV_410	NA	NA	NA	NA	NA	NA	NA
ASV_411	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_412	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Mollisia	NA
ASV_413	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Gnomoniaceae	g__Apiognomonia	s__errabunda
ASV_414	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_415	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_416	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_417	NA	NA	NA	NA	NA	NA	NA
ASV_418	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Candelariales	f__Candelariaceae	g__Candelariella	NA
ASV_419	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Rinodina	s__lepida
ASV_420	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_421	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__melinii
ASV_422	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Caliciaceae	g__Buellia	s__triseptata
ASV_423	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_424	NA	NA	NA	NA	NA	NA	NA
ASV_425	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_426	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	NA	NA
ASV_427	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	NA
ASV_428	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_429	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_430	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__abutilonis
ASV_431	NA	NA	NA	NA	NA	NA	NA
ASV_432	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Nigrograna	NA
ASV_433	NA	NA	NA	NA	NA	NA	NA
ASV_434	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Brachyphoris	NA
ASV_435	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Herpotrichia	s__parasitica
ASV_436	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Solicorynespora	NA
ASV_437	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__sessilis
ASV_438	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	NA
ASV_439	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__cynaroidis
ASV_440	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria	NA
ASV_441	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_442	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__nigrum
ASV_443	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Slooffia	s__pilatii
ASV_444	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	NA
ASV_445	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_446	NA	NA	NA	NA	NA	NA	NA
ASV_447	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Geastrumia	s__polystigmatis
ASV_448	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	NA	NA	NA
ASV_449	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_450	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_451	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_452	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_453	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Pragmopora	NA
ASV_454	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_455	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_456	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_457	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Lecanoraceae	g__Lecanora	NA
ASV_458	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_459	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_460	NA	NA	NA	NA	NA	NA	NA
ASV_461	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_462	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_463	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_464	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_465	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	NA
ASV_466	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriaceae	g__Camptophora	NA
ASV_467	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_468	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_469	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	NA
ASV_470	NA	NA	NA	NA	NA	NA	NA
ASV_471	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	s__minnesotensis
ASV_472	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_473	NA	NA	NA	NA	NA	NA	NA
ASV_474	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__prunicola
ASV_475	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	g__Endosporium	s__populi-tremuloides
ASV_476	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__flaviporus
ASV_477	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_478	NA	NA	NA	NA	NA	NA	NA
ASV_479	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_480	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_481	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Hamamotoa	s__singularis
ASV_482	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_483	NA	NA	NA	NA	NA	NA	NA
ASV_484	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	NA
ASV_485	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_486	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_487	NA	NA	NA	NA	NA	NA	NA
ASV_488	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__brunnea
ASV_489	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Tilachlidiaceae	NA	NA
ASV_490	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	NA	NA
ASV_491	NA	NA	NA	NA	NA	NA	NA
ASV_492	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_493	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Pragmopora	NA
ASV_494	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_495	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_496	NA	NA	NA	NA	NA	NA	NA
ASV_497	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	NA	NA
ASV_498	k__unidentified	NA	NA	NA	NA	NA	k__unidentified
ASV_499	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_500	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	s__inflorescentiae
ASV_501	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_502	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_503	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Solicorynespora	NA
ASV_504	NA	NA	NA	NA	NA	NA	NA
ASV_505	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__ditissima
ASV_506	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__sessilis
ASV_507	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_508	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Hysteriales	f__Hysteriaceae	NA	NA
ASV_509	NA	NA	NA	NA	NA	NA	NA
ASV_510	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	NA	NA
ASV_511	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_512	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_513	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__pulcherrima
ASV_514	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Barbatosphaeria	NA
ASV_515	NA	NA	NA	NA	NA	NA	NA
ASV_516	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_517	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_518	NA	NA	NA	NA	NA	NA	NA
ASV_519	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_520	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	NA	NA
ASV_521	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_522	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Cryptocoryneum	s__condensatum
ASV_523	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	NA
ASV_524	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_525	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiaceae	g__Myriangium	NA
ASV_526	NA	NA	NA	NA	NA	NA	NA
ASV_527	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Alatosessilispora	s__bibrachiata
ASV_528	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Togniniales	f__Togniniaceae	g__Phaeoacremonium	NA
ASV_529	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_530	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_531	NA	NA	NA	NA	NA	NA	NA
ASV_532	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_533	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__acerina
ASV_534	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__populi
ASV_535	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_536	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_537	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Biatora	NA
ASV_538	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Verticillium	s__albo-atrum
ASV_539	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	NA	NA
ASV_540	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Phaeophyscia	s__rubropulchra
ASV_541	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_542	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_543	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_544	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	NA
ASV_545	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_546	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Lecanoraceae	g__Lecidella	s__asema
ASV_547	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanoromycetes_ord_Incertae_sedis	f__Lecanoromycetes_fam_Incertae_sedis	g__Dictyocatenulata	NA
ASV_548	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_549	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_550	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Halosphaeriaceae	NA	NA
ASV_551	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_552	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	NA	NA
ASV_553	NA	NA	NA	NA	NA	NA	NA
ASV_554	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_555	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__capitatum
ASV_556	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_557	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV_558	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	NA	NA
ASV_559	NA	NA	NA	NA	NA	NA	NA
ASV_560	NA	NA	NA	NA	NA	NA	NA
ASV_561	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	NA
ASV_562	NA	NA	NA	NA	NA	NA	NA
ASV_563	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Phaeophyscia	NA
ASV_564	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__koningii
ASV_565	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASV_566	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__erythrostigma
ASV_567	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_568	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV_569	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_570	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASV_571	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_572	k__Viridiplantae	p__Anthophyta	NA	NA	NA	NA	NA
ASV_573	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_574	k__Viridiplantae	NA	NA	NA	NA	NA	NA
ASV_575	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Microcera	NA
ASV_576	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Occultibambusaceae	g__Brunneofusispora	s__sinensis
ASV_577	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	NA	NA
ASV_578	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_579	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_580	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_581	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_582	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_583	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_584	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__biglobosus
ASV_585	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__ditissima
ASV_586	NA	NA	NA	NA	NA	NA	NA
ASV_587	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASV_588	NA	NA	NA	NA	NA	NA	NA
ASV_589	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Polycephalomyces	NA
ASV_590	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__pulcherrima
ASV_591	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	NA	NA
ASV_592	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	NA	NA
ASV_593	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_594	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_595	NA	NA	NA	NA	NA	NA	NA
ASV_596	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_597	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__inflatula
