jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
jrk00269,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Amazonotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk00415,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Anomalographis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk00418,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Anomomorpha,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk02139,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Creographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,trentepohlioid,
jrk02534,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Diaphorographis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk02663,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Diorygma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03219,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Flegographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk03486,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Glyphis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk09810,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Graphina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03545,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Graphis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03638,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Halegrapha,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03796,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Hemithecium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk04271,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Kalbographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk04549,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Leiorreuma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk09811,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Leptotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk09812,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Leucogramma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk04896,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Malmographina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk04905,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Mangoldia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06032,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Pallidogramme,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk09813,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Phaeographina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06391,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Phaeographis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk09814,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Phaeotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06697,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Platygramme,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06701,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Platythecium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06778,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Pliariona,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk06828,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Polistroma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07040,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Pseudochapsa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07229,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Pseudotopeliopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07790,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Sarcographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07791,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Sarcographina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07846,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Schistophoron,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,mazaedium_(pushpin-like),other,,,trentepohlioid,
jrk08754,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Thalloloma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk08772,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Thecaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk08773,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Thecographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03596,Ascomycota,Lecanoromycetes,Graphidales,Redonographaceae,Gymnographopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07474,Ascomycota,Lecanoromycetes,Graphidales,Redonographaceae,Redonographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk00738,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Astrochapsa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk01666,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Chapsa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk01728,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Chroodiscus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk02180,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Crutarndina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk04650,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Leucodecton,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06186,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Paratopeliopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk08795,Ascomycota,Lecanoromycetes,Graphidales,Thelotremataceae,Thelotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk01934,Ascomycota,Lecanoromycetes,Gyalectales,Coenogoniaceae,Coenogonium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk02198,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Cryptolechia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk03583,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Gyalecta,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07444,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Ramonia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07975,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Semigyalecta,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk06512,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06987,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Psathyrophlyctis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07534,Ascomycota,Lecanoromycetes,Gyalectales,Sagiolechiaceae,Rhexophiale,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk07758,Ascomycota,Lecanoromycetes,Gyalectales,Sagiolechiaceae,Sagiolechia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk01824,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Clathroporina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk03198,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Flabelloporina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk05435,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Myeloconis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk06885,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Porina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk07198,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Pseudosagedia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk07957,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Segestria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk09023,Ascomycota,Lecanoromycetes,Gyalectales,Trichotheliaceae,Trichothelium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,
jrk01192,Ascomycota,Lecanoromycetes,Lecanorales,Bruceomycetaceae,Bruceomyces,,unspecified_saprotroph,resin_saprotroph,,,,resins,,non-aquatic,,,filamentous_mycelium,other,closed,,,,
jrk07495,Ascomycota,Lecanoromycetes,Lecanorales,Bruceomycetaceae,Resinogalea,,unspecified_saprotroph,resin_saprotroph,,,,resins,,non-aquatic,,,filamentous_mycelium,other,closed,,,,
jrk00828,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Austrolecia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01489,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria,,lichenized,,saprotroph_unspecified_some_species,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06664,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Placolecis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk08136,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Solenopsora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09403,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Xanthopsorella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00586,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Argopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,cyanobacterial
jrk01297,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Calathaspis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01435,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Carassea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01587,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cetradonia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01797,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01803,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03593,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Gymnoderma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03826,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Herteliana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03827,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Hertelidea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09770,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Heterodea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk03843,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Heteromyces,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04590,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Lepraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk05124,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Metus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05812,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Notocladonia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06112,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Paralecia,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk06624,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Pilophorus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,cyanobacterial
jrk07341,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Pycnothelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk08205,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Sphaerophoropsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk08303,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Squamarina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk08304,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Squamella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk08388,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Stereocaulon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,cyanobacterial
jrk08840,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Thysanothecium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09479,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Xyleborus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09771,Ascomycota,Lecanoromycetes,Lecanorales,Crocyniaceae,Crocynia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,,
jrk03608,Ascomycota,Lecanoromycetes,Lecanorales,Gypsoplacaceae,Gypsoplaca,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03630,Ascomycota,Lecanoromycetes,Lecanorales,Haematommataceae,Haematomma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00124,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Adelolecia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00124,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Adelolecia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00287,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Ameliella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09773,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Arctopeltis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01211,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Bryodina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01215,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Bryonora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01438,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,,lichenized,,saprotroph_unspecified_some_species,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01439,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonicola,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01798,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Cladidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01829,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Claurouxia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01833,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Clauzadeana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02841,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Edrudia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03259,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Frutidella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09838,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Huea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04220,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Japewia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04221,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Japewiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04523,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04529,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecidella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04932,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Maronina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04933,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Maronora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05218,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Miriquidica,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05454,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Myriolecis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06028,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Palicella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06965,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Protoparmeliopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07264,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Psorinia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07314,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Punctonora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07383,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Pyrrhospora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09774,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Ramalinora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk07564,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Rhizoplaca,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07754,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Sagema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09775,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Sedelnikovaea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk08922,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Traponora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09217,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Vainionora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01491,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Catinaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01991,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Compsocladium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,cyanobacterial
